,index,location,bhk,total_sqft,bath,price,encoded_loc
7126,9913,Hulimavu,2,1011.0,2.0,38.0,105
7127,9914,HSR Layout,2,1203.0,2.0,72.0,89
7128,9915,Hebbal,3,1645.0,3.0,113.0,92
7129,9916,Horamavu Agara,3,1364.0,2.0,50.0,98
7130,9918,others,1,1050.0,2.0,41.0,230
7131,9919,Kothanur,3,1365.0,3.0,66.0,146
7132,9920,Jigani,3,1252.0,3.0,70.0,113
7133,9922,Panathur,2,1065.0,2.0,58.0,180
7134,9924,Sahakara Nagar,2,1032.0,2.0,45.0,190
7135,9926,Sector 2 HSR Layout,3,1515.0,2.0,69.0,196
7136,9927,others,2,1427.0,2.0,52.0,230
7137,9928,Magadi Road,2,940.0,2.0,50.0,155
7138,9930,Bannerghatta Road,3,1460.0,2.0,80.0,34
7139,9931,Sarjapur  Road,3,2275.0,4.0,175.0,194
7140,9932,9th Phase JP Nagar,3,1522.0,3.0,90.0,8
7141,9934,Thanisandra,2,1185.0,2.0,42.67,209
7142,9936,Banashankari,3,1800.0,3.0,125.0,26
7143,9937,Electronics City Phase 1,2,940.0,2.0,44.0,76
7144,9939,Marathahalli,3,1530.0,3.0,71.0,161
7145,9940,others,2,1050.0,2.0,48.0,230
7146,9941,Subramanyapura,2,929.0,2.0,49.0,205
7147,9942,Banjara Layout,4,3750.0,5.0,145.0,32
7148,9943,Whitefield,3,1530.0,3.0,75.0,224
7149,9944,others,2,900.0,2.0,48.0,230
7150,9945,others,2,978.0,2.0,34.22,230
7151,9947,Ambalipura,1,770.0,1.0,43.82,12
7152,9948,Kaval Byrasandra,2,1066.0,2.0,55.0,133
7153,9950,Whitefield,2,1015.0,2.0,45.0,224
7154,9951,Hebbal,2,1175.0,2.0,54.05,92
7155,9953,Vidyaranyapura,2,1188.0,2.0,50.0,219
7156,9955,others,1,620.0,1.0,25.0,230
7157,9956,others,2,1210.0,2.0,75.0,230
7158,9958,Rajaji Nagar,3,1500.0,2.0,99.0,185
7159,9960,Thanisandra,2,1185.0,2.0,43.66,209
7160,9961,Basavangudi,3,1600.0,3.0,130.0,35
7161,9963,Yelahanka,2,1300.0,2.0,69.23,226
7162,9964,Kasavanhalli,2,1100.0,2.0,68.0,130
7163,9965,Ambalipura,2,860.0,2.0,28.93,12
7164,9966,Panathur,2,1007.0,2.0,64.0,180
7165,9967,Akshaya Nagar,2,1100.0,2.0,48.0,11
7166,9968,Whitefield,2,1187.0,2.0,38.0,224
7167,9969,R.T. Nagar,2,1150.0,2.0,72.0,182
7168,9971,others,2,1180.0,2.0,41.94,230
7169,9972,Budigere,3,1820.0,3.0,85.2,52
7170,9975,KR Puram,4,3628.0,4.0,246.0,115
7171,9976,others,3,1430.0,3.0,70.0,230
7172,9978,others,2,1200.0,1.0,70.0,230
7173,9979,Old Madras Road,2,1165.0,2.0,40.77,177
7174,9980,Jalahalli,3,1569.0,3.0,118.0,111
7175,9981,others,3,1950.0,4.0,95.0,230
7176,9982,others,2,1200.0,3.0,70.0,230
7177,9983,Yelahanka New Town,3,2437.0,3.0,125.0,227
7178,9984,Marathahalli,2,950.0,2.0,46.7,161
7179,9985,Bellandur,3,1685.0,3.0,115.0,40
7180,9986,Green Glen Layout,4,3270.0,4.0,205.0,83
7181,9988,others,3,1250.0,3.0,40.0,230
7182,9989,others,2,1130.0,2.0,68.0,230
7183,9993,Whitefield,3,2247.0,3.0,145.0,224
7184,9994,Marathahalli,3,1550.0,3.0,85.0,161
7185,9995,Hoodi,3,1715.0,2.0,100.0,97
7186,9996,Hennur Road,2,1053.0,2.0,53.0,96
7187,9997,Begur Road,3,1200.0,3.0,50.0,39
7188,9999,Chikkabanavar,5,2400.0,4.0,97.0,58
7189,10000,others,2,1245.0,1.0,60.0,230
7190,10002,Whitefield,4,3940.0,5.0,265.0,224
7191,10003,Thanisandra,3,1241.0,2.0,65.0,209
7192,10007,others,3,1390.0,2.0,50.0,230
7193,10010,Kanakpura Road,3,1100.0,2.0,52.97,127
7194,10011,Koramangala,2,1350.0,2.0,103.0,144
7195,10012,others,2,800.0,2.0,55.0,230
7196,10013,Sarjapur  Road,3,1787.0,3.0,116.0,194
7197,10016,Sarjapur  Road,3,1691.0,3.0,93.01,194
7198,10018,Chikka Tirupathi,3,2325.0,3.0,95.0,57
7199,10020,Akshaya Nagar,3,1896.0,3.0,102.0,11
7200,10021,Banashankari Stage V,3,1540.0,3.0,48.51,29
7201,10022,others,2,1244.0,2.0,95.0,230
7202,10023,Hormavu,3,1365.0,2.0,65.0,100
7203,10024,Thanisandra,1,580.0,1.0,27.5,209
7204,10027,8th Phase JP Nagar,2,1513.0,2.0,62.0,7
7205,10028,Banashankari,2,1175.0,2.0,41.13,26
7206,10029,Thanisandra,3,2087.0,4.0,139.0,209
7207,10030,Talaghattapura,3,2273.0,3.0,145.0,208
7208,10031,Thanisandra,3,2050.0,3.0,150.0,209
7209,10032,others,2,1200.0,2.0,75.0,230
7210,10033,Whitefield,2,1190.0,2.0,59.0,224
7211,10036,Thigalarapalya,3,1830.0,3.0,133.0,210
7212,10038,Sarjapur  Road,2,1028.0,2.0,56.0,194
7213,10040,Whitefield,2,1160.0,2.0,67.0,224
7214,10041,Mahadevpura,3,1505.0,3.0,78.0,156
7215,10044,Sarjapur,2,1175.0,2.0,41.68,193
7216,10045,others,2,1100.0,2.0,57.6,230
7217,10047,Devanahalli,2,1230.0,2.0,56.45,65
7218,10049,others,5,3100.0,6.0,165.0,230
7219,10052,others,2,1340.0,2.0,71.0,230
7220,10053,Banashankari,3,1750.0,2.0,89.0,26
7221,10054,Banashankari Stage II,2,1400.0,2.0,100.0,27
7222,10055,Nagarbhavi,3,1350.0,3.0,60.0,169
7223,10056,others,3,1675.0,3.0,62.0,230
7224,10057,Thanisandra,2,1340.0,2.0,66.33,209
7225,10059,Hulimavu,2,1276.0,2.0,76.0,105
7226,10060,Ramagondanahalli,3,1738.0,2.0,76.0,187
7227,10061,others,2,1190.0,2.0,59.9,230
7228,10062,Electronic City,2,1128.0,2.0,65.45,74
7229,10063,others,2,1250.0,2.0,55.0,230
7230,10064,others,2,1450.0,2.0,90.0,230
7231,10065,Kudlu,2,1084.0,2.0,53.0,147
7232,10066,Kaggadasapura,4,2150.0,4.0,90.0,118
7233,10069,Hosur Road,2,1250.0,2.0,65.0,104
7234,10071,Begur,3,1304.0,3.0,65.0,38
7235,10073,7th Phase JP Nagar,2,980.0,2.0,77.44,6
7236,10074,others,2,1275.0,2.0,49.5,230
7237,10076,Banjara Layout,3,2500.0,4.0,140.0,32
7238,10077,others,4,3600.0,4.0,225.0,230
7239,10078,Anekal,3,2400.0,4.0,95.0,17
7240,10080,Kanakpura Road,3,1450.0,2.0,70.18,127
7241,10081,Electronic City,2,890.0,2.0,40.0,74
7242,10082,Bannerghatta Road,2,1340.0,2.0,85.0,34
7243,10083,Vidyaranyapura,3,1100.0,2.0,75.0,219
7244,10084,Kengeri,2,750.0,2.0,40.0,135
7245,10086,Akshaya Nagar,2,1300.0,2.0,66.0,11
7246,10089,others,3,1900.0,2.0,92.0,230
7247,10090,Kanakpura Road,2,1299.0,2.0,105.0,127
7248,10091,others,3,1250.0,3.0,40.0,230
7249,10093,others,2,925.0,2.0,55.0,230
7250,10094,others,3,3900.0,3.0,250.0,230
7251,10095,Uttarahalli,2,1107.0,2.0,45.0,216
7252,10097,Electronics City Phase 1,2,1300.0,2.0,67.0,76
7253,10099,others,3,1715.0,3.0,95.0,230
7254,10100,Uttarahalli,2,1200.0,2.0,55.0,216
7255,10104,Marathahalli,2,1144.0,2.0,65.0,161
7256,10105,Kanakpura Road,1,525.0,1.0,26.01,127
7257,10106,others,3,1400.0,2.0,56.0,230
7258,10107,Balagere,1,661.0,1.0,33.0,25
7259,10110,Yelahanka,3,1705.0,3.0,91.0,226
7260,10112,Kadugodi,3,1430.0,2.0,55.0,117
7261,10113,Marathahalli,2,1240.0,2.0,55.0,161
7262,10118,Uttarahalli,3,1330.0,2.0,46.45,216
7263,10123,Banashankari Stage III,3,1500.0,2.0,100.0,28
7264,10125,Cox Town,2,1073.0,2.0,72.0,62
7265,10126,Kudlu,2,1300.0,2.0,56.0,147
7266,10129,Whitefield,2,1216.0,2.0,66.88,224
7267,10130,Jigani,3,1252.0,3.0,59.0,113
7268,10131,Hormavu,2,1196.0,2.0,44.8,100
7269,10134,others,3,1270.0,2.0,57.15,230
7270,10135,Mico Layout,2,1171.0,2.0,39.0,163
7271,10136,Kothannur,3,1215.0,2.0,48.6,145
7272,10137,others,1,600.0,1.0,20.0,230
7273,10138,Whitefield,2,1180.0,2.0,77.0,224
7274,10139,Electronic City Phase II,2,1160.0,2.0,33.51,75
7275,10141,Whitefield,3,2140.0,3.0,139.0,224
7276,10142,Yeshwanthpur,3,1500.0,3.0,100.0,229
7277,10143,Banaswadi,2,1008.0,2.0,52.0,31
7278,10144,Ambedkar Nagar,3,1921.0,4.0,129.0,13
7279,10146,Rajaji Nagar,3,1621.0,3.0,124.0,185
7280,10148,others,3,1030.0,2.0,77.25,230
7281,10149,Whitefield,2,1314.0,2.0,84.0,224
7282,10152,JP Nagar,3,1590.0,2.0,85.0,109
7283,10153,Shivaji Nagar,2,703.0,2.0,49.5,200
7284,10154,Hosakerehalli,3,1795.0,3.0,64.62,102
7285,10155,Gottigere,4,3000.0,3.0,132.0,82
7286,10157,Electronic City,2,825.0,2.0,35.0,74
7287,10159,others,3,1254.0,2.0,70.0,230
7288,10160,Ramagondanahalli,3,2040.0,3.0,114.0,187
7289,10165,others,3,1820.0,3.0,79.5,230
7290,10166,Horamavu Agara,3,1623.0,3.0,89.0,98
7291,10168,Electronic City,2,1200.0,2.0,40.5,74
7292,10169,Gottigere,3,1613.0,3.0,72.0,82
7293,10170,others,2,1293.0,2.0,80.0,230
7294,10172,Kudlu Gate,2,940.0,2.0,69.57,148
7295,10173,Sarjapur  Road,3,1181.0,2.0,65.0,194
7296,10175,Marathahalli,1,1100.0,2.0,75.0,161
7297,10176,others,2,1050.0,2.0,36.0,230
7298,10177,Subramanyapura,3,1260.0,2.0,75.0,205
7299,10179,others,3,1500.0,3.0,56.0,230
7300,10181,others,2,1000.0,2.0,66.0,230
7301,10182,Whitefield,3,1530.0,3.0,73.0,224
7302,10184,others,3,1864.0,3.0,115.0,230
7303,10185,Sarjapur,3,1575.0,3.0,55.0,193
7304,10187,Raja Rajeshwari Nagar,2,945.0,2.0,45.0,184
7305,10188,Sarjapur  Road,3,1691.0,3.0,100.0,194
7306,10190,Electronic City Phase II,3,1220.0,3.0,35.25,75
7307,10191,Kengeri,1,600.0,1.0,35.0,135
7308,10192,Whitefield,2,1160.0,2.0,39.0,224
7309,10193,others,3,1950.0,2.0,89.5,230
7310,10195,others,4,2400.0,4.0,150.0,230
7311,10196,Abbigere,2,795.0,1.0,32.6,10
7312,10199,Kalyan nagar,3,2285.0,4.0,165.0,122
7313,10201,others,2,1263.0,2.0,51.5,230
7314,10203,Hennur,3,1345.0,2.0,69.0,95
7315,10204,others,5,4400.0,5.0,240.0,230
7316,10205,Electronic City,3,1360.0,2.0,58.0,74
7317,10206,Sarjapur  Road,2,1026.0,2.0,60.55,194
7318,10207,others,2,1050.0,2.0,38.0,230
7319,10208,Uttarahalli,3,1460.0,3.0,76.0,216
7320,10209,others,3,1525.0,2.0,91.48,230
7321,10212,Koramangala,3,1642.0,2.0,115.0,144
7322,10214,others,2,975.0,2.0,60.0,230
7323,10215,Bisuvanahalli,3,1075.0,2.0,44.0,46
7324,10216,Panathur,2,1210.0,2.0,77.93,180
7325,10217,others,3,2000.0,3.0,100.0,230
7326,10218,Akshaya Nagar,2,1225.0,2.0,68.0,11
7327,10219,Jakkur,2,1290.0,2.0,80.04,110
7328,10220,others,2,1220.0,2.0,56.0,230
7329,10221,others,1,1500.0,2.0,85.0,230
7330,10222,Kaggadasapura,2,1361.0,2.0,79.0,118
7331,10224,1st Phase JP Nagar,2,1394.0,2.0,85.0,1
7332,10225,Yelahanka,2,870.0,2.0,27.0,226
7333,10226,others,4,5000.0,5.0,300.0,230
7334,10227,Rajaji Nagar,2,1222.0,2.0,98.0,185
7335,10229,Bellandur,3,1846.0,3.0,135.0,40
7336,10231,Yeshwanthpur,2,1167.0,2.0,64.08,229
7337,10233,Kannamangala,4,2422.0,4.0,135.0,128
7338,10235,others,2,1000.0,2.0,50.0,230
7339,10236,Kundalahalli,2,1260.0,2.0,58.0,150
7340,10238,Jigani,2,939.0,2.0,39.0,113
7341,10240,Jalahalli,1,600.0,1.0,37.0,111
7342,10241,8th Phase JP Nagar,2,1298.0,2.0,59.0,7
7343,10242,Marathahalli,3,1710.0,3.0,135.0,161
7344,10243,Subramanyapura,2,1000.0,2.0,45.0,205
7345,10244,Ramagondanahalli,3,3350.0,3.0,150.0,187
7346,10246,others,2,1100.0,2.0,68.0,230
7347,10247,Jalahalli,1,615.0,1.0,46.0,111
7348,10248,Sarjapur  Road,2,1350.0,2.0,85.0,194
7349,10249,Sultan Palaya,4,5000.0,5.0,325.0,206
7350,10252,Hegde Nagar,3,1718.0,3.0,130.0,94
7351,10253,7th Phase JP Nagar,3,1680.0,3.0,112.0,6
7352,10254,Hulimavu,2,1500.0,2.0,90.0,105
7353,10255,Sarjapur  Road,3,1157.0,2.0,72.0,194
7354,10256,Akshaya Nagar,2,1179.0,2.0,51.0,11
7355,10257,Hulimavu,2,1942.5,2.0,60.48,105
7356,10260,Jalahalli East,2,1010.0,2.0,52.0,112
7357,10261,Electronic City,1,630.0,1.0,46.0,74
7358,10263,Kaval Byrasandra,2,1025.0,2.0,60.0,133
7359,10264,Hennur Road,2,1195.0,2.0,59.0,96
7360,10265,Whitefield,2,1012.0,2.0,58.0,224
7361,10266,Hegde Nagar,3,1884.0,4.0,118.0,94
7362,10267,Sarjapura - Attibele Road,2,1090.0,2.0,37.0,195
7363,10270,Harlur,3,1710.0,3.0,85.0,91
7364,10271,Uttarahalli,3,1500.0,3.0,68.0,216
7365,10272,Kodichikkanahalli,3,1310.0,2.0,53.0,138
7366,10273,Dommasandra,2,674.0,1.0,19.9,72
7367,10274,Hoodi,3,1350.0,3.0,70.0,97
7368,10275,others,3,1464.0,2.0,115.0,230
7369,10277,Electronic City,3,1400.0,2.0,40.45,74
7370,10278,Electronic City Phase II,3,1625.0,2.0,48.75,75
7371,10279,Electronic City,2,1065.0,2.0,30.76,74
7372,10281,others,3,1385.0,3.0,90.0,230
7373,10282,CV Raman Nagar,2,1040.0,2.0,50.0,53
7374,10283,Haralur Road,3,1817.0,3.0,110.0,90
7375,10284,others,2,1205.0,2.0,47.0,230
7376,10285,others,2,1070.0,2.0,33.43,230
7377,10286,others,2,1070.0,2.0,52.0,230
7378,10287,Amruthahalli,2,1340.0,2.0,75.0,14
7379,10288,Kalena Agrahara,2,980.0,2.0,35.0,121
7380,10289,8th Phase JP Nagar,2,1006.0,2.0,44.0,7
7381,10290,Thanisandra,2,1098.0,2.0,71.0,209
7382,10291,Mico Layout,2,1200.0,2.0,53.5,163
7383,10292,Thigalarapalya,4,4190.0,4.0,325.0,210
7384,10293,Sarjapur  Road,2,1019.0,2.0,62.0,194
7385,10294,Whitefield,2,1150.0,2.0,40.21,224
7386,10295,Anekal,3,1733.5,3.0,120.0,17
7387,10297,others,3,1750.0,3.0,58.0,230
7388,10298,others,3,1537.0,3.0,81.0,230
7389,10299,others,2,1050.0,2.0,45.0,230
7390,10300,Kanakpura Road,3,1452.0,3.0,55.6,127
7391,10301,Domlur,2,1246.0,2.0,95.0,71
7392,10302,Yelahanka,3,1890.0,4.0,85.0,226
7393,10303,Electronic City Phase II,2,972.0,2.0,40.0,75
7394,10306,Electronic City,1,630.0,1.0,33.7,74
7395,10308,others,3,1255.0,2.0,60.0,230
7396,10310,Doddaballapur,3,2440.0,3.0,142.0,68
7397,10311,Kanakpura Road,3,1938.0,3.0,92.69,127
7398,10312,Bannerghatta Road,3,1711.0,3.0,125.0,34
7399,10314,CV Raman Nagar,2,1392.0,2.0,95.0,53
7400,10315,Haralur Road,2,1225.0,2.0,77.0,90
7401,10316,Sarjapur  Road,4,3418.0,3.0,235.0,194
7402,10317,Green Glen Layout,3,1750.0,3.0,120.0,83
7403,10318,Subramanyapura,3,1260.0,2.0,80.0,205
7404,10319,Sarjapur  Road,1,691.0,1.0,31.1,194
7405,10321,Haralur Road,2,1285.0,2.0,78.0,90
7406,10322,Hebbal,3,1590.0,3.0,96.0,92
7407,10323,9th Phase JP Nagar,3,1571.0,3.0,65.0,8
7408,10324,Hebbal Kempapura,5,2800.0,5.0,220.0,93
7409,10325,Garudachar Palya,2,1060.0,2.0,48.66,79
7410,10328,others,3,2400.0,2.0,185.0,230
7411,10329,Bannerghatta Road,3,1520.0,2.0,81.0,34
7412,10330,Kanakpura Road,3,2245.0,2.0,70.99,127
7413,10331,others,2,1170.0,2.0,45.51,230
7414,10332,OMBR Layout,3,1580.0,3.0,75.0,175
7415,10333,Ardendale,3,1777.26,3.0,89.0,19
7416,10334,Raja Rajeshwari Nagar,2,1303.0,2.0,55.78,184
7417,10335,Kodichikkanahalli,2,1680.0,2.0,59.0,138
7418,10336,Whitefield,3,1495.0,2.0,70.0,224
7419,10337,Yelahanka,3,1835.0,3.0,108.0,226
7420,10339,others,2,1080.0,2.0,38.0,230
7421,10340,Electronic City,2,1025.0,2.0,29.61,74
7422,10341,Haralur Road,2,1225.0,2.0,67.48,90
7423,10342,Balagere,1,656.0,1.0,34.77,25
7424,10343,Sarjapur  Road,2,994.0,2.0,45.0,194
7425,10344,others,2,1025.0,2.0,65.0,230
7426,10345,Marathahalli,2,1156.0,2.0,52.0,161
7427,10346,JP Nagar,2,1250.0,2.0,60.0,109
7428,10347,Kundalahalli,4,3092.0,4.0,230.0,150
7429,10348,Hegde Nagar,3,1930.0,4.0,122.0,94
7430,10349,others,2,1020.0,2.0,70.0,230
7431,10350,Kumaraswami Layout,3,1310.0,2.0,70.0,149
7432,10351,Jalahalli,1,917.5,1.0,27.565,111
7433,10352,Kanakpura Road,2,1322.0,2.0,70.0,127
7434,10353,Kothanur,2,1160.0,2.0,57.0,146
7435,10354,5th Block Hbr Layout,2,1100.0,2.0,48.0,3
7436,10357,Chikkalasandra,2,1090.0,2.0,47.42,59
7437,10358,KR Puram,2,2000.0,2.0,75.0,115
7438,10359,others,2,1155.0,2.0,69.0,230
7439,10360,Vishveshwarya Layout,6,4000.0,6.0,230.0,221
7440,10361,Sarjapur  Road,4,3913.0,5.0,176.0,194
7441,10363,JP Nagar,2,1125.0,2.0,39.98,109
7442,10364,Yelahanka,3,1847.0,3.0,92.0,226
7443,10365,7th Phase JP Nagar,3,1515.0,2.0,76.0,6
7444,10367,Yelahanka,5,2500.0,3.0,120.0,226
7445,10368,Sarjapur  Road,2,1130.0,2.0,55.0,194
7446,10369,Bellandur,2,1049.0,2.0,51.0,40
7447,10370,Amruthahalli,3,2650.0,4.0,175.0,14
7448,10371,Varthur Road,2,850.0,2.0,25.4,218
7449,10374,Jakkur,2,1282.0,2.0,72.0,110
7450,10375,Kalena Agrahara,2,800.0,2.0,40.0,121
7451,10378,Magadi Road,3,1318.0,2.0,68.0,155
7452,10379,Kanakpura Road,2,1698.0,2.0,105.0,127
7453,10382,others,3,1555.0,2.0,67.0,230
7454,10383,Sarjapur  Road,3,1881.0,3.0,145.0,194
7455,10385,Yelahanka,3,1890.0,3.0,109.0,226
7456,10387,Old Madras Road,2,935.0,2.0,32.0,177
7457,10388,Cox Town,2,1000.0,2.0,58.0,62
7458,10389,Singasandra,3,1510.0,3.0,75.0,201
7459,10390,Uttarahalli,2,1120.0,2.0,50.0,216
7460,10394,Talaghattapura,2,1175.0,2.0,62.0,208
7461,10395,Bellandur,3,1350.0,2.0,63.0,40
7462,10399,others,4,2180.0,4.0,115.0,230
7463,10400,Kasavanhalli,3,1715.0,3.0,112.0,130
7464,10401,Hebbal,2,1072.0,2.0,45.0,92
7465,10402,Panathur,2,1230.0,2.0,80.0,180
7466,10403,Murugeshpalya,3,1600.0,2.0,65.0,165
7467,10404,Thanisandra,3,1411.0,3.0,93.25,209
7468,10405,Rayasandra,5,3600.0,5.0,145.0,189
7469,10406,Jalahalli,3,2404.0,3.0,138.0,111
7470,10409,Doddathoguru,3,1208.0,3.0,45.0,70
7471,10411,Haralur Road,2,1225.0,2.0,69.84,90
7472,10412,Hebbal,2,1162.0,2.0,69.0,92
7473,10413,Thanisandra,3,1262.0,2.0,65.0,209
7474,10414,others,2,1050.0,2.0,35.0,230
7475,10416,Channasandra,3,1500.0,3.0,61.95,56
7476,10417,others,3,1610.0,3.0,85.0,230
7477,10418,Whitefield,2,1340.0,2.0,41.0,224
7478,10419,Sarjapur  Road,3,2275.0,4.0,182.0,194
7479,10422,others,4,3150.0,3.0,135.0,230
7480,10423,Hosa Road,2,1170.0,2.0,65.0,101
7481,10425,Channasandra,3,1800.0,3.0,60.0,56
7482,10426,Banashankari Stage VI,3,1423.0,2.0,71.73,30
7483,10427,Kaggadasapura,2,1106.0,2.0,40.0,118
7484,10430,others,2,1255.0,2.0,56.7,230
7485,10432,Babusapalaya,2,1061.0,2.0,38.95,24
7486,10433,others,2,600.0,2.0,29.5,230
7487,10434,Electronic City Phase II,3,1400.0,2.0,40.45,75
7488,10435,Domlur,3,2100.0,3.0,145.0,71
7489,10437,Kengeri,2,633.0,1.0,18.0,135
7490,10439,others,2,1334.0,2.0,55.43,230
7491,10440,Hennur Road,3,2047.0,3.0,67.55,96
7492,10441,others,4,2597.0,4.0,189.0,230
7493,10442,Bellandur,2,1211.0,2.0,63.0,40
7494,10443,Hennur Road,3,1904.0,3.0,129.0,96
7495,10444,Balagere,2,1205.0,2.0,73.87,25
7496,10445,Yeshwanthpur,2,1164.0,2.0,64.08,229
7497,10446,others,2,1410.0,2.0,73.0,230
7498,10447,others,2,1150.0,2.0,42.0,230
7499,10448,others,2,1170.0,2.0,53.11,230
7500,10449,Hennur,2,1420.0,2.0,62.0,95
7501,10450,Panathur,2,1125.0,2.0,45.0,180
7502,10451,NRI Layout,3,1789.0,3.0,75.0,168
7503,10452,Hulimavu,2,1021.0,2.0,76.0,105
7504,10454,Kalena Agrahara,2,1222.0,2.0,48.0,121
7505,10455,Hennur Road,3,1981.0,3.0,134.0,96
7506,10456,Yelachenahalli,2,1103.0,2.0,55.0,225
7507,10457,others,2,1201.0,2.0,65.0,230
7508,10458,Sarjapur  Road,2,970.0,2.0,36.0,194
7509,10459,Sarjapur,2,920.0,2.0,33.0,193
7510,10460,Yeshwanthpur,3,1520.0,3.0,85.0,229
7511,10462,Sonnenahalli,3,1268.0,2.0,75.0,204
7512,10463,others,1,660.0,1.0,30.0,230
7513,10464,Harlur,3,1755.0,3.0,115.0,91
7514,10465,Hoskote,2,945.0,2.0,35.0,103
7515,10466,8th Phase JP Nagar,1,500.0,1.0,33.0,7
7516,10467,Harlur,4,4145.0,4.0,153.5,91
7517,10469,Rachenahalli,2,1167.0,2.0,37.5,183
7518,10470,Domlur,2,1276.0,2.0,80.0,71
7519,10471,Thanisandra,2,1234.0,2.0,51.0,209
7520,10473,ISRO Layout,3,1370.0,2.0,87.0,106
7521,10476,Electronic City,3,1400.0,3.0,90.0,74
7522,10478,others,2,1050.0,2.0,40.0,230
7523,10479,Ramagondanahalli,2,1251.0,2.0,46.0,187
7524,10480,Yeshwanthpur,3,1677.0,3.0,92.13,229
7525,10481,Sarjapur  Road,2,1346.0,2.0,67.38,194
7526,10482,Electronic City Phase II,2,1090.0,2.0,31.48,75
7527,10484,Kanakapura,3,1290.0,2.0,51.1,126
7528,10487,Garudachar Palya,2,1150.0,2.0,52.0,79
7529,10493,others,2,950.0,2.0,65.0,230
7530,10495,Ramamurthy Nagar,2,1050.0,2.0,51.66,188
7531,10496,Hoodi,3,1660.0,3.0,131.0,97
7532,10497,Nagavarapalya,2,1134.0,2.0,55.0,172
7533,10498,Hebbal,2,1100.0,2.0,60.0,92
7534,10502,others,3,980.0,3.0,80.0,230
7535,10503,others,2,1080.0,2.0,37.8,230
7536,10504,CV Raman Nagar,1,705.0,2.0,50.0,53
7537,10505,others,3,1200.0,2.0,35.0,230
7538,10506,Anandapura,2,1200.0,2.0,50.0,15
7539,10507,Talaghattapura,3,1804.0,3.0,127.0,208
7540,10511,Battarahalli,2,1090.0,2.0,38.37,37
7541,10513,Electronic City,3,1287.0,3.0,55.0,74
7542,10514,Thigalarapalya,3,2215.0,4.0,157.0,210
7543,10516,Sarjapur  Road,2,1045.0,2.0,42.15,194
7544,10517,Hormavu,2,1263.0,2.0,47.36,100
7545,10518,Whitefield,3,1431.0,3.0,85.0,224
7546,10519,Dommasandra,2,999.0,2.0,32.9,72
7547,10521,others,3,1535.0,3.0,72.0,230
7548,10522,Marathahalli,4,2524.0,5.0,180.0,161
7549,10525,7th Phase JP Nagar,3,2095.0,3.0,150.0,6
7550,10528,others,2,1265.0,2.0,68.0,230
7551,10529,Kudlu Gate,2,1215.0,2.0,44.96,148
7552,10530,Yelahanka New Town,2,2200.0,2.0,180.0,227
7553,10531,Electronics City Phase 1,2,1028.0,2.0,51.0,76
7554,10532,Hegde Nagar,3,1835.0,2.0,92.0,94
7555,10533,Munnekollal,3,1800.0,3.0,65.0,164
7556,10535,Sarjapur  Road,4,2880.0,3.0,211.0,194
7557,10537,Dasanapura,2,708.0,2.0,31.15,63
7558,10539,Hosakerehalli,2,925.0,2.0,46.25,102
7559,10540,Bannerghatta Road,3,2826.0,3.0,148.0,34
7560,10541,Kanakpura Road,1,648.5,1.0,33.66,127
7561,10542,others,4,3500.0,4.0,150.0,230
7562,10543,others,4,5400.0,4.0,250.0,230
7563,10545,Amruthahalli,3,1450.0,2.0,90.0,14
7564,10546,Kasavanhalli,2,1100.0,2.0,65.0,130
7565,10547,Kadubeesanahalli,2,1185.0,2.0,55.0,116
7566,10548,9th Phase JP Nagar,4,1900.0,4.0,80.0,8
7567,10550,others,1,660.0,1.0,35.0,230
7568,10551,Ambedkar Nagar,3,1920.0,4.0,121.0,13
7569,10553,Sarjapur  Road,4,3418.0,2.0,222.0,194
7570,10554,1st Phase JP Nagar,4,4550.0,2.0,240.0,1
7571,10555,Bhoganhalli,2,1205.0,2.0,68.32,43
7572,10556,Haralur Road,2,1200.0,2.0,46.0,90
7573,10557,Akshaya Nagar,3,1421.0,2.0,73.0,11
7574,10558,6th Phase JP Nagar,3,1250.0,3.0,48.9,5
7575,10559,Whitefield,1,524.0,1.0,29.0,224
7576,10560,HSR Layout,5,4200.0,5.0,245.0,89
7577,10563,Rachenahalli,2,985.0,2.0,50.17,183
7578,10564,Whitefield,4,2830.0,4.0,161.0,224
7579,10565,others,2,1140.0,2.0,60.0,230
7580,10566,5th Block Hbr Layout,5,3600.0,5.0,130.0,3
7581,10568,Raja Rajeshwari Nagar,3,1700.0,2.0,86.0,184
7582,10569,Devanahalli,2,1975.0,2.0,62.425,65
7583,10571,Dasarahalli,2,1333.0,2.0,86.65,64
7584,10572,Electronic City,2,1258.0,2.0,85.5,74
7585,10573,others,3,1458.0,2.0,87.0,230
7586,10574,Electronic City,2,1386.0,2.0,85.0,74
7587,10576,Electronic City,1,550.0,1.0,27.0,74
7588,10577,Lakshminarayana Pura,2,1200.0,2.0,83.0,153
7589,10578,others,2,1081.0,2.0,39.0,230
7590,10579,Whitefield,4,2135.0,3.0,149.0,224
7591,10580,Whitefield,4,2500.0,4.0,100.0,224
7592,10581,others,2,1178.0,2.0,80.0,230
7593,10582,Devarachikkanahalli,2,991.0,2.0,40.0,66
7594,10583,Gottigere,3,1493.0,2.0,90.0,82
7595,10584,Subramanyapura,3,2495.0,3.0,130.0,205
7596,10585,Kammasandra,2,1080.0,2.0,31.99,125
